"id","category_id","product_name","base_price","description","stock_quantity","is_active"
"B0BF5MN4WC","2","ワイヤレスヘッドホン Bluetooth 5.3 オーバーイヤーヘッドホン/HiFi ステレオ重低音/遅延なし/密閉型/軽量/折り畳み可能/内蔵マイク付き/無線 3.5mm AUX有線両用/最大46時間連続再生/日本語取扱説明書付属（ブラック）","2639.00","Bluetooth 5.3で低遅延 | HiFiステレオで重低音を強化 | 最大46時間再生 | 折りたたみ式で携帯便利 | 有線/無線両対応で多用途に活躍","0","1"
"B000I5R2QM","2","JVC HP-AL102-A オープン型オンイヤーヘッドホン 耳掛け式 ラピスブルー","646.00","軽量な耳掛け式で快適装着 | オープン型で自然な音場 | JVCの高音質技術を採用 | 鮮やかなラピスブルーカラー | 日常使いに最適な低価格モデル","0","1"
"B013WW90EO","2","ヤマハ YAMAHA ヘッドホン ホワイト HPH-50WH","2427.00","ヤマハの楽器技術で自然な音色 | 快適な装着感で長時間使用 | 高耐久性で信頼性抜群 | クリアな中高音域を再現 | 音楽鑑賞や練習に最適","0","1"
"B074XT4FLZ","2","【Amazon.co.jp限定】Jabra EVOLVE 20 MS SE 有線 ヘッドセット マイク付き【メーカー2年保証付き】ノイズキャンセリング 快適なレザータイプイヤークッション USB接続 Web会議 マイクロソフト認定 ブラック","3980.00","Jabraのノイズキャンセリングマイクでクリアな通話 | USB接続で簡単セットアップ | 快適なレザーイヤークッション | テレワークやWeb会議に最適 | 2年保証","0","1"
"B0D25TXBZQ","2","ヘッドホン Bluetooth ワイヤレスヘッドホン 有線 無線 両用 Bluetooth5.3 オーバーイヤーヘッドホン HIFI音質 3種EQモード Bluetoothヘッドホン マルチポイント 2台同時接続可 密閉型ステレオヘッドホン マイク内蔵 ハンズフリー通話 音量調整可 音漏れ防止 35H連続使用 折りたたみ式 日本語音声 3.5mmケーブル付き 軽量 音楽/映画","2289.00","Bluetooth 5.3でマルチポイント接続 | 3種のEQモードで好みの音質 | 最大35時間再生 | 折りたたみ式で携帯便利 | ノイズキャンセリングマイクで通話も快適","0","1"
"B0B5WD4CMW","2","Anker Soundcore Space Q45（Bluetooth 5.3 ワイヤレス ヘッドホン）【最大65時間音楽再生 / ウルトラノイズキャンセリング2.0 / LDAC/ハイレゾ対応 (ワイヤレス/有線) / マルチポイント対応/外音取り込み/マイク内蔵】 ブラック","14990.00","ウルトラノイズキャンセリング2.0で静かな環境 | 最大65時間再生 | LDACでハイレゾ音質 | マルチポイント接続対応 | Ankerの信頼性と高性能","0","1"
"B0D4Z8NPH7","1","Anker Soundcore V20i（Bluetooth 5.4）【オープンイヤー型ワイヤレスイヤホン / IP55防塵防水規格/ 最大36時間再生 / マルチポイント接続】ブラック","5990.00","オープンイヤー型で周囲の音を聞きながら音楽 | Bluetooth 5.4で安定接続 | 最大36時間再生 | IP55防塵防水でアウトドアに最適 | Ankerの高品質","0","1"
"B0DHH1BZRY","1","イヤホン Bluetooth【2024音質究極版・オープン型】ワイヤレスイヤホン bluetooth5.4 マイク付き オープンイヤー イヤホン 骨伝導イヤホンの進化 最大40時間再生 ながら聴きイヤホン 耳掛け式 究極のフィット感 ハンズフリー通話可能 音漏れを抑え 空気伝導イヤホン ランニング/WEB会議/zoom通話/テレワーク プレゼントに最適 (ブラクラ)","2999.00","Bluetooth 5.4で高速接続 | オープンイヤー型で安全なリスニング | 最大40時間再生 | 音漏れ抑制で快適 | ランニングやテレワークに最適","0","1"
"B07YKM3875","1","final (ファイナル) E500 カナル型 イヤホン【 VR バイノーラル ASMR 360オーディオ推奨】 ブラック","1980.00","VRやASMRに最適な高音質 | カナル型で外部ノイズを軽減 | クリアな360度オーディオ | 快適な装着感 | finalの精密な音響設計","0","1"
"B0BB1PFCS3","1","Anker Soundcore Liberty 4（Bluetooth 5.3）【完全ワイヤレスイヤホン/ウルトラノイズキャンセリング 2.0 / 3Dオーディオ / ワイヤレス充電/マルチポイント接続/外音取り込み / 最大28時間再生 / ハイレゾ / IPX4防水規格 / ヘルスモニタリング/PSE技術基準適合】ミッドナイトブラック","14990.00","ウルトラノイズキャンセリング2.0 | 3Dオーディオで臨場感 | 最大28時間再生 | ワイヤレス充電対応 | Ankerのヘルスモニタリング機能搭載","0","1"
"B0DP2Q68CB","2","ヘッドホン Bluetooth ワイヤレスヘッドホン 有線 無線 両用 Bluetooth5.3 低遅延 HIFI高音質 ヘッドフォン 最大38時間連続再生 オーバーイヤーヘッドホン 2台同時接続可 密閉型 音漏れ防止 折り畳み可 ハンズフリー通話 音量調整 ノイズキャンセリング 急速充電 SBC/AAC対応 TELEC認証 大きさ調整可 軽量 テレワーク/音楽/映画 日本語取説","2399.00","Bluetooth 5.3で低遅延 | 最大38時間再生 | HIFI高音質で音楽や映画に最適 | ノイズキャンセリングマイク搭載 | 折りたたみ式で携帯便利","0","1"
"B000GRTSU0","2","JVC HP-AL202-MR 密閉型オンイヤーヘッドホン 耳掛け式 メタリック&レッド","1609.00","密閉型でクリアなサウンド | 耳掛け式で安定装着 | JVCの高音質技術 | スタイリッシュなメタリックレッドデザイン | 日常使いに最適","0","1"
"B0CP4RQZ3L","1","Anker Soundcore P40i (Bluetooth 5.3) 【完全ワイヤレスイヤホン/ウルトラノイズキャンセリング 2.0 / マルチポイント接続 / 最大60時間再生 / PSE技術基準適合】ブラック","7990.00","ウルトラノイズキャンセリング2.0 | 最大60時間再生 | マルチポイント接続で利便性 | 快適な装着感 | Ankerの信頼性と高音質","0","1"
"B018OMS9O4","2","オーディオテクニカ ATH-AVC200 ヘッドホン 有線 音楽・映画観賞用 /ケーブル 3m/6.3mm標準/3.5mmミニ接続 ブラック","2400.00","長さ3mのケーブルで自由な動き | 高音質で音楽や映画を堪能 | 6.3mm/3.5mm両対応 | オーディオテクニカの耐久性 | 快適な装着感","0","1"
"B07PMK6M3K","2","OneOdio Pro 10 オーバーイヤー ヘッドホン 有線 低音 ヘッドフォン / 50mm ドライバー / 6.35 & 3.5mm ジャック  DJ  / モニター スタジオ・モニタリング ギター/ポッドキャスト スマホ/PC用 黒","3427.00","50mmドライバーで迫力の低音 | DJやスタジオモニタリングに最適 | 6.35mm/3.5mm両対応 | 高耐久性 | OneOdioのプロ向け音質","0","1"
"B0DJ7293PM","2","【VGP 2025 金賞】EarFun Tune Proワイヤレスヘッドホン Bluetooth 5.4/【40mm +10mmデュアルドライバー/ 無線& USB-C & AUX有線接続】/ 最大45dBのノイズを低減ノイズキャンセリングヘッドホン/ 最大120時間連続再生/シアターサウンド/マルチポイント対応/密閉型/有線ハイレゾ/専用アプリ対応 (ブラック)","7390.00","Bluetooth 5.4で安定接続 | 最大45dBノイズキャンセリング | 120時間再生 | デュアルドライバーでシアターサウンド | 専用アプリで音質カスタマイズ","0","1"
"B0868GC6KG","2","オーム電機 AudioComm ステレオヘッドホンH125 ブラック HP-H125N-K 03-2281 OHM","773.00","シンプルで高音質なステレオサウンド | 軽量設計で快適な装着 | 幅広いデバイスに対応 | コストパフォーマンス抜群 | 日常使いに最適","0","1"
"B0DB1S5SBT","2","YOTMS 【正規品】ゲーミングヘッドセット 有線 40mmドライバー イヤホン PS5ヘッドセット ps4 ヘッドセット スマホ/PC/Switch/Xboxワン対応 マイク付き ワンクリックミュートヘッドホン ノイズキャンセリング 軽量 快適 密閉型 重低音 伸縮可能 男女兼用プレゼント(黒)","2399.00","40mmドライバーで迫力のゲーミングサウンド | ノイズキャンセリングマイクでクリアな通信 | 軽量で長時間プレイに最適 | 多プラットフォーム対応 | 伸縮可能な快適設計","0","1"
"B0CYSSF1CP","1","Amazonベーシック Type-C有線イヤホン インイヤー型 マイク付き イヤーチップ付き 1.3mケーブル S/M/Lイヤーチップ付き フリーサイズ ブラック","1182.00","Type-C接続で高音質 | マイク付きでハンズフリー通話 | S/M/Lイヤーチップで快適なフィット感 | 1.3mケーブルで使いやすい | Amazonベーシックの信頼性","0","1"
"B0C1P1N98V","1","Anker Soundcore Liberty 4 NC (Blueooth 5.3) 【完全ワイヤレスイヤホン/ウルトラノイズキャンセリング 3.0 / ワイヤレス充電/マルチポイント接続/外音取り込み / 最大50時間再生 / ハイレゾ対応 / IPX4防水規格 / PSE技術基準適合】ブラック","12990.00","ウルトラノイズキャンセリング3.0 | 最大50時間再生 | ワイヤレス充電対応 | ハイレゾ音質で高音質 | Ankerのマルチポイント接続で利便性抜群","0","1"
"B07Q7S7247","2","【Amazon.co.jp限定】ゼンハイザー Sennheiser ヘッドホン 有線 HD 599 SE オープン型 開放型 ブラック 【国内正規品】","13980.00","ゼンハイザーの高品質サウンド | オープン型で自然な音場 | 快適な装着感で長時間使用 | 高耐久性で信頼性抜群 | 音楽愛好家向けのプレミアムモデル","0","1"
"B00O9G1F2S","1","ELECOM モノラルヘッドホン(マイク付) カナル C3520 ブラック EHP-MC3520BK","955.00","モノラルでクリアな通話 | マイク付きでビジネス用途に最適 | カナル型で外部ノイズを軽減 | コンパクトで携帯便利 | エレコムの信頼性","0","1"
"B005HSCVWA","2","ヤマハ YAMAHA オープンエアー型ヘッドホン ブラック HPH-200 BK 楽器の音色の忠実な再現を目指した高音質 長時間使用でも疲れにくい 構造 延長ケーブルとプラグアダプター付属","11883.00","ヤマハの楽器技術で忠実な音質 | オープン型で自然な音響 | 長時間使用でも疲れにくい設計 | 延長ケーブルとアダプター付属 | 音楽制作や鑑賞に最適","0","1"
"B0CWV5LG6M","2","UGREEN ヘッドホン Bluetooth ワイヤレスヘッドフォン式 ウルトラノイズキャンセリング 【Bluetooth対応】 最長75時間連続使用 マルチポイント接続 高音質 対応 再生時間75時間 通話対応 ブラック","5999.00","Bluetooth接続で安定性抜群 | 最大75時間再生 | ウルトラノイズキャンセリングで静寂な環境 | マルチポイント接続対応 | UGREENの高品質サウンド","0","1"
"B0CGV29VG4","2","Anker Soundcore H30i (Bluetooth 5.3 ワイヤレス オンイヤーイヤホン) [最大70時間音楽再生 / 軽量デザイン/ワイヤレス接続/マルチポイント対応】ブラック","5490.00","最大70時間再生の長時間バッテリー | 軽量で快適なオンイヤー設計 | Bluetooth 5.3で安定接続 | マルチポイント対応 | Ankerの信頼性と高音質","0","1"
"B00EZCAO00","1","エレコム ステレオイヤホン インナーイヤー型 からまり防止フラットコードY型 14.8mmドライバ 1.2m ブラック EHP-I3510BK","867.00","14.8mmドライバーでクリアな音質 | フラットコードで絡まりにくい | 軽量で快適な装着感 | 1.2mケーブルで日常使いに最適 | エレコムの信頼性","0","1"
"B0CTCC5N5N","2","Nakamichi ナカミチサウンド 【ワイヤレス ヘッドフォン Bluetooth 5.3】ブルートイヤー接続/ヘッドセット/Bluetooth/ANC対応/マルチポイント対応/50時間連続再生/低遅延モード/有線無線対応/マイク内蔵 Elite Five ANC","6659.00","Bluetooth 5.3で低遅延 | ANCで静かなリスニング | 最大50時間再生 | マルチポイント接続 | Nakamichiの高品質サウンドと快適な装着感","0","1"
"B07NDR3511","1","EHP-LF10IMARD(レッド) ステレオヘッドフォン Lightning 13.6mmドライバ マ","1298.00","Lightning接続で高音質 | 13.6mmドライバーでクリアなサウンド | マイク付きで通話可能 | 快適な装着感 | スタッドなレッドデザイン","0","1"
"B0D69SCFKP","2","ヘッドフォン【ANCノイズキャンセリング&HIFI音質】ワイヤレスBluetooth 5.3 有線/無線 両用 最大80時間再生 マイク内蔵 ハワイフリー通話 マルチポイント対応 快適装着 軽量 オーバーイヤーヘッドフォン 音漏れ防止 折り畳み式 音楽/映画/通話対応モデル","3080.00","ANCで静かなリスニング | Bluetooth 5.3で最大80時間再生 | HIFI音質で高音質 | マルチポイント接続 | 折りたたみ式で携帯便利","0","1"
"B0BNQ611R2","1","【VGP金賞】EarFun Air Pro 3 ANC搭載ワイヤレスイヤホン【Bluetooth 5.3 / 43dBまでノイズキャンセリング】QCCチップ搭載/aptX adaptive対応/超低遅延55ms/ゲーム/マルチポイント接続/専用アプリ対応/最大45時間再生/ワイヤレス充電/IPX5防水","6490.00","43dBのANCで静寂な環境 | Bluetooth 5.3で低遅延55ms | 最大45時間再生 | 専用アプリでカスタマイズ | IPX5防水でアクティブシーンに対応","0","1"
"B00I3LUY68","2","ソニー ヘッドフォン MDR-ZX310 : 密閉型 折りたたみ式 レッドフォン MDR-ZX310 R","2364.00","ソニーの高品質サウンド | 密閉型で外部ノイズを軽減 | 折りたたみ式で持ち運び便利 | 鮮やかなレッドカラー | 長時間使用に最適","0","1"
"B08DXNJGBX","1","エレコム スマートフォン用ヘッドフォン カナル型 3.5mm接続接続 ステレオ φ9.2mmドライバー Fast Music 巻取式ケーブル マイク付き ブラック EHP-FR10CMBK","1554.00","9.2mmドライバーでクリアな音質 | 巻き取り式ケーブルで携帯便利 | マイク付きで通話可能 | カナル型で外部ノイズを軽減 | エレコムの信頼性","0","1"
"B0DY7GGFYV","1","空気伝導イヤホン 骨伝導空気伝導イヤホン 骨耳を超えた新しい音体験 イヤホン bluetooth ワイヤレスイヤホン YBYP オープンイヤーヘッドホン 耳を塞がない 超軽量20g 8時間連続再生 音漏れ抑制 Type-C急速充電 生活防水 ENCクリア通話 落ちにくい 安定装着 スポーツ/ウェブ会議/通勤通学/ランニング（ブラック）","1999.00","空気伝導で耳を塞がず安全 | 超軽量20gで快適装着 | 8時間再生とType-C急速充電 | ENCでクリアな通話 | スポーツや通勤に最適","0","1"
"B071WRK7VV","1","ソニー 有線イヤホン MDR-EX155 : カナル型 ホワイト MDR-EX155 W","1400.00","ソニーの高音質技術 | カナル型で外部ノイズを軽減 | クリアな中高音域を再現 | 快適な装着感 | 幅広いデバイスに対応","0","1"
"B09SGZ7RDC","2","BERIBES ヘッドホン bluetooth 65時間再生 6つのEQモード ワイヤレスヘッドフォン Bluetooth5.3 重さ180g 快適フィット感 スマートフォン/PCスピーカー/Bluetoothスピーカー/ポータブルスピーカー/スマートフォン用ヘッドフォン HIFIステレオ 有線 無線 両用 遮音 密閉型","2999.00","Bluetooth 5.3で安定接続 | 最大65時間再生 | 6つのEQモードでカスタマイズ | 180gの軽量設計 | HIFIステレオ対応","5","1"
"B0DYSH3Y9P","2","[VGP2025金賞]Edifier V80 ワイヤレス ヘッドフォン Bluetooth V5.3 ハイブリッド式 アクティブ ノイズキャンセル ヘッドセット 44時間再生 有線モデル ハイレゾ対応モデル 45s 高速充電モデル マルチポイント接続 低遅延モデル マイク内蔵 (アイビー)","5949.00","Bluetooth 5.3で低遅延 | 高音質なANC | 44時間再生 | ハイレゾ対応 | Edifierのプレミアムサウンドと快適な装着感","0","1"
